CODIGO	NOMBRE	PROV	CAN	PARR	SOSTENIM	NIVEL
3125	JORGE CARRERA ANDRADE	4	3	51	1	2
3126	ENRIQUE GIL GILBERT # 151	9	1	04	1	2
3127	ELOY ALFARO	4	3	52	1	2
3128	DOLORES SUCRE	4	3	52	1	2
3129	PERLA DEL PACIFICO # 152	9	1	04	1	2
3130	VICENTE ANDA AGUIRRE # 153	9	1	04	1	2
3131	BOLIVIA	4	3	52	1	2
3133	SOCIEDAD BEN. SRAS. LIBANESA SIRIA # 157	9	1	04	1	2
3134	NAPO PASTAZA	4	3	52	1	2
3135	PEDRO MONCAYO (PLANTEL CENTRAL)	4	3	52	1	2
3136	AIDA LEON DE RODRIGUEZ 159 (P.CRT.)	9	1	04	1	2
3137	QUITO	4	3	52	1	2
3138	OTHON CASTILLO VELEZ 160 (P.CRT.)	9	1	04	1	2
3139	9 DE OCTUBRE	4	3	53	1	2
3140	DOLORES GARAICOA	4	3	53	1	2
3141	CARLOS ESTARELLAS AVILES # 161	9	1	04	1	2
3142	AURELIO ESPINOZA POLIT	4	3	53	1	2
3143	CARLOS ZEVALLOS MENENDEZ # 172	9	1	04	1	2
3144	DIEGO NOVOA	4	3	53	1	2
3145	JORGE LUIS AUZ LANDAZURI DR. # 179	9	1	04	1	2
3146	MANUEL MARIA SANCHEZ	4	3	53	1	2
3147	PLANTEL CENTRAL DEL CEM G-8	9	1	04	1	2
3148	RAFAEL ARELLANO	4	4	01	1	2
3149	JOSE ANTONIO CAMPOS # 22	9	1	14	1	2
3150	POLICARPA SALAVARRIETA	4	4	01	1	2
3151	GUILLERMINA MESTANZA DE JIMENEZ # 187	9	1	04	1	2
3152	REPUBLICA DE VENEZUELA # 28	9	1	05	1	2
3153	AMBATO	4	4	01	1	2
3154	JOSE ALFREDO LLERENA # 211	9	1	04	1	2
3155	GRAN COLOMBIA # 29	9	1	05	1	2
3156	CRITOBULO HERRERA	4	4	01	1	2
3157	QUITO # 34	9	1	12	1	2
3158	DESTACAMENTO DE PAQUISHA # 212	9	1	04	1	2
3159	EMPERATRIZ NARANJO DE MEDINA # 42	9	1	05	1	2
3160	GONZALO POZO	4	4	01	1	2
3161	MANUEL CORDOVA GALARZA # 214	9	1	04	1	2
3162	ALIANZA PARA EL PROGRESO # 99	9	1	05	1	2
3163	HERNANDO TAQUEZ	4	4	01	1	2
3164	HUAYNA CAPAC # 222	9	1	04	1	2
3165	LEONIDAS GARCIA ORTIZ DR. # 127	9	1	14	1	2
3166	CLUB DE LEONES # 311	9	1	05	1	2
3167	HUMBERTO VACAS GOMEZ	4	4	01	1	2
3169	ABRAHAM LINCOLN # 318	9	1	05	1	2
3170	LUCIANO CORAL	4	4	01	1	2
3171	JOSE BAQUERIZO MALDONADO # 323	9	1	05	1	2
3172	MANUEL YEPEZ TERAN	4	4	01	1	2
3173	FRANCISCO ROVIRA SUAREZ DR. # 277	9	1	04	1	2
3174	VICTOR EMILIO ESTRADA # 330	9	1	05	1	2
3176	DORALIZA SARCO TERRANOVA # 285	9	1	04	1	2
3177	MARIANA DE JESUS LEON ZULETA	4	4	01	1	2
3178	JULIO REYES GONZALEZ # 338	9	1	05	1	2
3179	ALICIA RIOFRIO QUIROZ # 286	9	1	04	1	2
3180	GABRIEL PINO ROCA # 341	9	1	05	1	2
3182	JUAN GOMEZ RENDON # 348	9	1	05	1	2
3183	OLGA AGUIRRE TORRES DE IZURIETA # 287	9	1	04	1	2
3184	LEOPOLDO PADILLA VALLEJO	4	4	01	1	2
3185	REPUBLICA DOMINICANA # 25	9	1	05	1	2
3186	REGION AMAZONICA # 288	9	1	04	1	2
3187	IMBABURA	4	4	51	1	2
3188	ANA CELIDA BURBANO	4	4	51	1	2
3189	ISLA SAN JOSE # 289	9	1	04	1	2
3190	TOMAS MARTINEZ # 37	9	1	05	1	2
3191	ANDRES F. CORDOVA	4	4	51	1	2
3192	LEONARDO R. AULESTIA # 303	9	1	04	1	2
3193	CAÑAR	4	4	51	1	2
3194	LUCILA ARAUJO Y GARCIA # 92	9	1	12	1	2
3195	CARMEN SUCRE # 305	9	1	04	1	2
3196	CLEMENTE YEROVI I.	4	4	51	1	2
3197	ESPERANZA DE LOS A. URUETA FACCIN # 29	9	1	14	1	2
3198	17 DE OCTUBRE	4	4	51	1	2
3199	GENERAL ELOY ALFARO # 336	9	1	04	1	2
3200	SANTIAGO DE GUAYAQUIL # 317	9	1	05	1	2
3201	CORONEL LUIS VARGAS TORRES # 337	9	1	04	1	2
3202	FRANCISCO URBINA JADO # 319	9	1	05	1	2
3203	EDUARDO N. MARTINEZ	4	4	51	1	2
3204	MARIA SOLIS DE SALAZAR # 343	9	1	05	1	2
3205	FILIBERTO LOPEZ AREVALO # 345	9	1	04	1	2
3206	ANTONIO SANCHEZ GRANADOS DR. # 360	9	1	05	1	2
3207	EMILIO UZCATEGUI	4	4	51	1	2
3208	FRANCISCO CAMPOS RIVADENEIRA # 347	9	1	04	1	2
3209	ALBERTO CELLERI RAMIREZ # 28 (N)	9	1	05	1	2
3210	ERNESTO RUIZ ARTURO	4	4	51	1	2
3211	CIUDAD DE AMBATO # 32 (N)	9	1	05	1	2
3212	DOMINGO COMIN # 351	9	1	04	1	2
3213	HIDEYO NOGUCHI	4	4	51	1	2
3214	ISIDRO AYORA	4	4	51	1	2
3215	CORONEL LUCIANO CORAL # 354	9	1	04	1	2
3216	JUAN DE VELASCO	4	4	51	1	2
3217	LAURO DAVILA # 34 (N)	9	1	12	1	2
3218	JORGE VILLACRESES COLMONT # 373	9	1	04	1	2
3219	MORONA SANTIAGO	4	4	51	1	2
3221	ROMULO DELGADO	4	4	51	1	2
3222	CRISTOBAL ORTIZ CASTRO # 386	9	1	04	1	2
3224	2 DE MARZO	10	2	02	1	2
3225	LEONIDAS PROAÑO	4	4	51	1	2
3226	SEBASTIAN DE BENALCAZAR # 84 (N)	9	1	05	1	2
3228	PRIMERO DE MAYO	4	4	51	1	2
3229	18 DE AGOSTO	4	4	51	1	2
3230	REPUBLICA DE BOLIVIA # 36	9	1	06	1	2
3231	PRINCESA PACHA	10	2	02	1	2
3232	JESUS MARIA YEPEZ	4	4	52	1	2
3233	VENEZUELA	10	2	01	1	2
3234	FACUNDO DIEGO ACOSTA	4	4	52	1	2
3235	JACINTO COLLAHUAZO	10	2	51	1	2
3236	GALAPAGOS	4	4	52	1	2
3237	BENJAMIN CARRION	10	2	51	1	2
3238	GALO PLAZA LASSO	4	4	52	1	2
3239	HUMBERTO VALENZUELA	4	1	56	1	2
3240	DANIEL PASQUEL	10	2	52	1	2
3241	CIUDAD DE ESMERALDAS # 85	9	1	04	1	2
3242	JHON F. KENNEDY	4	4	52	1	2
3243	CLEMENCIA CORONEL DE PINCAY # 39	9	1	06	1	2
3244	CARLOS MONTUFAR	10	2	52	1	2
3245	FRANCISCO DE ORELLANA # 101	9	1	04	1	2
3246	PABLO MUNOZ VEGA	4	4	52	1	2
3247	FRANCISCO J. SALAZAR	10	2	53	1	2
3249	JORGE VILLACRES MOSCOSO DR. # 109	9	1	04	1	2
3250	CARLOS JULIO AROSEMENA MONROY	10	2	53	1	2
3251	SALVADOR ALLENDE	4	4	52	1	2
3252	JAIME ROLDOS AGUILERA	4	4	52	1	2
3254	ADAM RODRIGUEZ MOLINA # 110	9	1	04	1	2
3256	SIN NOMBRE (STA.M. DE CALICHE)	4	4	52	1	2
3257	ALBERTO AVELLAN VITE DR. # 56	9	1	04	1	2
3258	VICTOR HUGO BRIONES # 132	9	1	14	1	2
3259	SIN NOMBRE (LA JOYA)	4	4	52	1	2
3260	CIUDAD DE PORTOVIEJO # 71	9	1	06	1	2
3261	MOISES CEDENO BARBERAN # 136	9	1	04	1	2
3262	FRANKLIN D. ROOSEVELT # 80	9	1	06	1	2
3263	JOSE JOAQUIN OLMEDO	10	2	54	1	2
3264	13 DE ABRIL	4	4	52	1	2
3265	IGNACIO MOLINA ANDRADE # 82	9	1	06	1	2
3266	MAYOR GALO MOLINA	4	4	52	1	2
3267	DOLORES SUCRE	10	2	54	1	2
3268	PROVINCIA DEL GUAYAS # 137	9	1	04	1	2
3269	ROSA BORJA DE ICAZA # 88	9	1	06	1	2
3270	JOSE MARIA PEREZ MUÑOZ	10	2	54	1	2
3271	GRAL. LUIS A. MOLINA ARROYO # 100	9	1	12	1	2
3272	LEONARDO PEREZ MUÑOZ (INDIGENA)	10	2	54	1	2
3273	LEOPOLDO BENITES VINUEZA # 143	9	1	04	1	2
3274	BENITO JUAREZ (INDIGENA)	10	2	54	1	2
3275	CHIMBORAZO (NONO)	17	1	71	1	2
3276	VICENTE DE LA CARRERA	4	4	52	1	2
3277	CIUDAD DE IBARRA N.2 (INDIGENA)	10	2	54	1	2
3278	MARIA DUCHICELA	17	1	70	1	2
3279	PATRIA  (LLOA)	17	1	66	1	2
3280	PICHINCHA (LLOA)	17	1	66	1	2
3282	JORGE ICAZA	4	4	52	1	2
3283	BOWEYS	17	1	66	1	2
3284	JULIO MIGUEL AGUINAGA (NOCTURNA)	10	2	02	1	2
3285	MERCEDES DE JESUS MOLINA	17	1	51	2	2
3286	ZAMORA CHINCHIPE	4	4	52	1	2
3288	HERMANO MIGUEL	10	2	02	4	2
3289	HOGAR COLEGIO LA DOLOROSA	17	1	55	2	2
3290	MODESTO GRIJALVA	4	4	52	1	2
3291	SANTA LUISA DE MARILLAC	10	2	02	4	2
3293	ROBERTO ANDRADE	17	1	54	1	2
3294	14 DE AGOSTO	4	4	53	1	2
3295	6 DE JULIO	10	3	02	1	2
3296	PAMPITE	17	1	54	1	2
3297	MIGUEL DE SANTIAGO	17	1	54	1	2
3298	ANTONIO ANTE	4	4	53	1	2
3299	CIUDAD DE MACARA (ATAHUALPA)	17	1	53	1	2
3300	MANUELA CAÑIZARES	10	3	02	1	2
3301	SIMON BOLIVAR (ALANGASI)	17	1	51	1	2
3302	JOSE DOMINGO ALBUJA (INDIGENA)	10	3	01	1	2
3303	TEODORO WOLF	17	1	51	1	2
3304	GENERAL CALICUCHIMA	17	1	51	1	2
3305	NAZACOTA PUENTO (INDIGENA)	10	3	01	1	2
3306	ALEJANDRO ANDRADE COELLO	17	1	51	1	2
3307	ANTONIO PIEDRA VARGAS	17	1	66	1	2
3308	SAN JACINTO (INDIGENA)	10	3	01	1	2
3309	GONZALO ARAUJO	4	4	53	1	2
3310	PEDRO JOSE ARTETA	17	1	64	1	2
3312	LUIS FELIPE BORJA (INDIGENA)	10	3	01	1	2
3313	GENARO FIERRO	17	1	64	1	2
3314	MARTIN GONZALEZ (INDIGENA)	10	3	01	1	2
3315	LEON PIO ACOSTA	4	4	53	1	2
3316	GOLDA MEIR	17	1	64	1	2
3317	J.M.VELASCO IBARRA	17	1	62	1	2
3318	MARCO TULIO HIDROBO (INDIGENA)	10	3	01	1	2
3320	ANTONIO JOSE DE SUCRE (MUNICIPAL)	17	1	15	3	2
3321	16 DE JUNIO	17	1	15	5	2
3322	JUAN MORALES Y ELOY (INDIGENA)	10	3	01	1	2
3323	SANTO DOMINGO	17	1	15	4	2
3324	MUNICIPAL ESPEJO (VARONES)	17	1	15	3	2
3325	MIGUEL DE CERVANTES	10	3	02	1	2
3326	RUMINAHUI	4	4	53	1	2
3329	JOSE VASCONCELOS (INDIGENA)	10	3	02	1	2
3331	10 DE DICIEMBRE	4	4	53	1	2
3332	ENRIQUE VACAS GALINDO (INDIGENA)	10	3	02	1	2
3333	FROEBEL	17	1	27	5	2
3334	PICHINCHA (INDIGENA)	10	3	02	1	2
3335	FRANCES DE QUITO	17	1	77	5	2
3336	MEDARDO LUCIANO ULLOA	4	4	53	1	2
3337	FRANCISCO JAVIER ENDARA	10	3	51	1	2
3339	ABDON CALDERON	4	5	01	1	2
3341	ENRIQUE GARCES	10	3	51	1	2
3342	SANTA TERESITA	17	1	21	5	2
3343	ARTURO GUEVARA	4	5	01	1	2
3344	NUESTRA SEÑORA DE FATIMA	17	1	21	4	2
3345	MARIA ESTHER CEVALLOS	10	3	51	1	2
3347	BELISARIO QUEVEDO	10	3	51	1	2
3348	JACINTO JIJON Y CAAMAÑO	17	1	52	5	2
3349	SECUNDINO CHAMORRO	4	5	01	1	2
3351	JUAN GENARO JARAMILLO	10	3	51	1	2
3353	EXPERIMENTACIONPEDAGOGICA ISPED	4	5	02	1	2
3355	ANTONIO PROAÑO REYES	10	3	51	1	2
3357	ALBERTO ACOSTA SOBERON	4	5	02	1	2
3358	SANTA MARIA DE MAZZARELLO	17	1	21	4	2
3359	REMIGIO CRESPO TORAL	10	3	52	1	2
3360	SAN FRANCISCO DE ASIS	17	1	18	4	2
3361	JOSE REYES	4	5	02	1	2
3362	MIGUEL DEL HIERRO	17	1	18	2	2
3363	TENIENTE HUGO ORTIZ	10	3	52	1	2
3364	LEONARDO MOSCOSO	17	1	18	4	2
3365	27 DE SEPTIEMBRE	4	5	02	1	2
3366	FRANCISCA DE LAS LLAGAS	17	1	18	4	2
3367	BAUTISTA UNIVERSITARIO	17	1	18	5	2
3368	PIO XII	4	5	02	4	2
3370	LA SALLE  (CONOCOTO)	17	1	56	4	2
3371	ANTONIO NEUMANE	10	3	52	1	2
3372	CATALINA LABOURE	4	5	01	4	2
3374	CARLOS E. ACOSTA	17	1	15	5	2
3376	FRANCISCO FEBRES CORDERO	4	5	01	1	2
3377	MARIA AUXILIADORA	17	1	13	4	2
3378	CARLOS DELFIN MORENO	10	3	52	1	2
3379	GARCIA TULCANAZA	4	5	01	1	2
3380	LUIS FIDEL MARTINEZ	17	1	13	4	2
3381	HIDALGO ALBUJA	17	1	13	5	2
3382	IBARRA	4	5	02	1	2
3383	JOHN DEWEY	17	1	13	5	2
3385	DR. HONORATO VASQUEZ	10	3	52	1	2
3386	LUIS EDUARDO REYES	4	5	01	1	2
3388	GONZALO CORDERO CRESPO	17	1	11	4	2
3389	PEDRO DE ALVARADO	10	3	52	1	2
3390	MARIA MONTESSORI	4	5	01	1	2
3391	HEREDIA BUSTAMANTE	17	1	13	4	2
3392	MARQUES DE SELVA ALEGRE	10	3	52	1	2
3393	NEPTALI GUERRERO SOSA	4	5	01	1	2
3394	ANGEL POLIBIO CORDOVA	4	5	02	1	2
3396	LOS SHYRIS	10	3	52	1	2
3397	MADRE DE LA DIVINA GRACIA	17	5	03	4	2
3398	CARLOS OÑA BENAVIDES	4	5	02	1	2
3399	MIGUEL GABRIEL GARCES	10	3	52	1	2
3400	RICHARD ESPINOSA # 2	17	5	01	5	2
3401	COLOMBIA	4	5	02	1	2
3402	ECUADOR	4	5	02	1	2
3403	ALFREDO ALBUJA GALINDO	10	3	52	1	2
3404	FEBRES CORDERO	10	3	52	1	2
3405	CRISTOBAL COLON	10	3	52	1	2
3406	LUIS VARGAS TORRES	10	3	52	1	2
3407	HONORATO VASQUEZ	4	5	02	1	2
3409	PABLO HANNIBAL VELA # 124	9	1	06	1	2
3410	LUIS DEL CAMPO FERNANDEZ	4	5	55	1	2
3411	DAVID MIRANDA FRANCO # 131	9	1	06	1	2
3413	MATILDE MARQUEZ DE LA PLATA # 138	9	1	06	1	2
3414	RAMON VIESCAS	10	3	52	1	2
3415	UNIDAD EDUCATIVA GIOVANNI ANTONIO FARINA	17	5	03	4	2
3416	REPUBLICA DE ISRAEL # 140	9	1	06	1	2
3417	ISLA SANTA ISABEL	10	3	52	1	2
3418	JORGE ICAZA	10	3	52	1	2
3419	OFELIA CASTAÑEDA DE SAONA # 141	9	1	06	1	2
3420	SANTA ANA	17	5	01	5	2
3421	JOSE ANTONIO CAMPOS	10	3	52	1	2
3423	PORTETE DE TARQUI	10	3	52	1	2
3424	DARIO FIGUEROA LARCO	17	5	01	5	2
3426	ISLA SAN CRISTOBAL	10	3	52	1	2
3427	LUIS T. PAZ Y MIÑO	17	5	01	1	2
3428	RAFAEL CRUZ CEVALLOS	10	3	52	1	2
3429	BOLIVARIANA # 154	9	1	06	1	2
3430	MANUEL BENJAMIN CARRION	4	5	02	1	2
3431	RUMIÑAHUI (COTOGCHOA)	17	5	51	1	2
3432	VICTOR ZEBALLOS MATA # 171	9	1	06	1	2
3433	RAFAEL LEON CARAVAJAL	10	3	52	1	2
3435	HOMERO ESPINOZA RENDON # 189	9	1	04	1	2
3436	ISLA SANTA CRUZ	10	3	52	1	2
3437	CARLOS R. TOBAR	17	5	51	1	2
3438	OLFA DE BUCARAM # 308	9	1	06	1	2
3439	INES GANGOTENA JIJON	17	5	01	1	2
3440	SIMON BOLIVAR N.2	10	3	52	1	2
3441	JORGE GUZMAN ORTEGA # 329	9	1	06	1	2
3442	CASPICARA	17	5	01	1	2
3443	PEDRO FERMIN CEVALLOS (PLANTEL CENTRAL)	10	3	53	1	2
3445	PIO V GUZMAN	4	5	02	1	2
3446	DR.CARLOS CADENA NOLIVOS	17	5	01	1	2
3447	LEOPOLDO MERCADO	17	5	01	1	2
3448	ALBERTO MORENO ANDRADE (INDIGENA)	10	3	53	1	2
3449	RICARDO JARAMILLO	4	5	02	1	2
3450	CARLOS LARCO HIDALGO	17	5	01	1	2
3451	PROVINCIA DE EL ORO (INDIGENA)	10	3	53	1	2
3452	DR.ALBERTO ACOSTA SOBERON	17	5	01	1	2
3453	ESPERANZA CAPUTI OLVERA # 331	9	1	06	1	2
3454	CARLOS MANTILLA ORTEGA	4	5	02	1	2
3456	MARCO HERRERA ESCALANTE (INDIGENA)	10	3	53	1	2
3457	CARLOS JULIO AROSEMENA TOLA # 332	9	1	06	1	2
3458	HERNANDO DE MAGALLANES	10	3	53	1	2
3459	JUAN MARIA MARTINEZ COELLO # 333	9	1	06	1	2
3462	ALFREDO BAQUERIZO MORENO # 340	9	1	06	1	2
3463	ALEJO SAEZ (INDIGENA)	10	3	53	1	2
3464	JACOBO BUCARAM # 342	9	1	06	1	2
3465	JUAN MONTALVO	4	5	51	1	2
3466	ABELARDO MORAN MUÑOZ	10	3	53	1	2
3467	RICARDO DEL HIERRO	4	5	51	1	2
3468	PEDRO J. MENENDEZ NAVARRO # 346	9	1	06	1	2
3469	ESPAÑA	10	3	54	1	2
3470	AMABLE ESPERANZA NAVARRETE	4	5	51	1	2
3471	MERCEDES MORENO IRIGOYEN # 349	9	1	06	1	2
3472	NACIONES UNIDAS # 81	9	1	06	1	2
3473	LEON TOLSTOY	10	3	54	1	2
3474	AMAZONAS	4	5	55	1	2
3475	AMERICA	4	5	51	1	2
3476	6 DE JULIO N° 2	10	3	54	1	2
3477	HERLINDA CASTRO DE PEREZ PAZMIÑO # 94	9	1	06	1	2
3478	CARLOS MARTINEZ ACOSTA	4	5	51	1	2
3479	JOAQUIN SAONA SANDOVAL	10	3	54	1	2
3480	DIEGO DE ALMAGRO	4	5	55	1	2
3481	EJERCITO NACIONAL # 108	9	1	06	1	2
3482	JUAN DE VELASCO	10	3	54	1	2
3483	JOSE BRICEÑO AUZ	4	5	55	1	2
3484	MERCEDES CASTRO	17	4	51	4	2
3485	JORGE PINCAY CORONEL # 128	9	1	06	1	2
3486	MIGUEL DE HIDALGO	10	3	54	1	2
3487	MANUEL RAZA	4	5	51	1	2
3488	NACIONES UNIDAS	10	3	54	1	2
3490	CARLOS PROAÑO DELGADO	10	3	54	1	2
3491	GRAL. MANUEL SERRANO # 133	9	1	06	1	2
3492	SANTA CLARA DE ASIS	17	4	01	4	2
3493	PEDRO MONCAYO	17	4	52	1	2
3494	GREGORIO CHAMORRO	4	5	52	1	2
3495	PROVINCIA DE EL ORO # 135	9	1	14	1	2
3496	ALBERTO HARO	10	3	54	1	2
3497	FICOA	17	4	52	1	2
3498	GONZALO PIZARRO	4	5	53	1	2
3499	FILEMON PROAÑO	10	3	54	1	2
3500	ALBERTO GUERRA NAVARRETE	4	5	53	1	2
3501	JUAN JACOBO ROUSSEAU	4	5	53	1	2
3502	CORDILLERA DE LOS ANDES	10	3	54	1	2
3503	JUAN MODESTO CARBO NOBOA DR. # 142	9	1	06	1	2
3504	PATRICIA BROWN (SANTA MONICA)	17	4	54	1	2
3505	LUZ MARIA CARRERA	4	5	53	1	2
3506	MISION ANDINA	17	4	54	1	2
3507	BARTOLOME SALOM	10	3	55	1	2
3508	SARA PALMA DE BARANDEARAN # 150	9	1	06	1	2
3509	24  DE MAYO	4	5	54	1	2
3510	MARIETA DE VEINTIMILLA	17	4	54	1	2
3511	JOSE DOMINGO FERAUD GUZMAN # 169	9	1	06	1	2
3512	JAIME CHAVEZ GRANJA (INDIGENA)	10	3	55	1	2
3513	MARIA DE LAS MERCEDES SUAREZ	17	4	54	1	2
3514	MERCEDES GONZALEZ DE MOSCOSO	4	5	54	1	2
3515	MAURA VERA DE MAQUILON LCDA. # 175	9	1	06	1	2
3516	RIO CENEPA	10	3	55	1	2
3517	19 DE NOVIEMBRE	17	4	53	1	2
3518	CUENCA	4	5	54	1	2
3519	13 DE ABRIL	17	4	53	1	2
3520	DAVID LEDESMA VASQUEZ # 176	9	1	06	1	2
3521	PROVINCIA DE MANABI(COTACACHI)	10	3	55	1	2
3522	EUDOXIA SALAZAR	4	5	54	1	2
3523	CAMILO REINALDO SALAS	17	4	53	1	2
3524	LUIS ANTONIO MANTILLA	4	5	54	1	2
3525	MARIA LUISA SOLIS SANCHEZ # 184	9	1	06	1	2
3526	AURELIO MOSQUERA	10	3	55	1	2
3527	MANUEL VILLAVICENCIO	17	4	53	1	2
3528	RIOBAMBA	4	5	54	1	2
3529	JULIA BELTRAN DE GONZALEZ # 306	9	1	06	1	2
3530	MANUEL DEL PINO	17	4	51	1	2
3531	SALOMON CABEZAS	4	5	54	1	2
3532	ANDRES AVELINO DE LA TORRE	10	3	56	1	2
3533	ULPIANO ROSERO	4	5	54	1	2
3534	ERNESTO MANTILLA	17	4	51	1	2
3535	JIPIJAPA # 358	9	1	06	1	2
3536	ELOY PROAÑO	10	3	56	1	2
3537	LEOPOLDO N. CHAVEZ (P.MONCAYO)	17	4	51	1	2
3538	VICTORIA DIEZ DE GALINDO	4	5	54	1	2
3539	CAMILO SALAS VALDERRAMA # 16 (N)	9	1	14	1	2
3540	SEGUNDO LUIS MORENO (INDIGENA)	10	3	56	1	2
3541	FRANCISCO ROBLES	17	4	01	1	2
3542	PEDRO BEDON	17	4	01	1	2
3543	LETICIA PROAÑO REYES	10	3	56	1	2
3544	MARIA ESTHER LOREDAN # 21 (N)	9	1	14	1	2
3545	EMILIO GANGOTENA	17	4	01	1	2
3546	CARLOS FREIRE ZALDUMBIDE	17	4	01	1	2
3547	CARLOS CUEVA TAMARIZ DR. # 26 (N)	9	1	06	1	2
3548	PACIFICO PROAÑO	17	4	01	1	2
3549	JOHN F. KENNEDY # 3	9	1	57	1	2
3550	ALZAMORA Y PEÑAHERRERA	10	3	56	1	2
3551	ECUADOR (PEDRO MONCAYO)	17	4	01	1	2
3552	MANUEL SALCEDO	5	1	01	1	2
3553	JORGE PEREZ CONCHA # 46 (N)	9	1	04	1	2
3554	JOSE LUIS MORENO (PLANTEL CENTRAL)	10	3	57	1	2
3555	ALFREDO BOADA ESPIN	17	4	01	1	2
3556	FRANCISCO DE ORELLANA	10	3	57	1	2
3558	ANA PAEZ	5	1	01	1	2
3559	CARMELA MIDEROS	17	1	22	1	1
3560	PEDRO MONCAYO # 73 (N)	9	1	12	1	2
3561	2 DE AGOSTO	10	3	57	1	2
3562	LUZ DE AMERICA	10	3	57	1	2
3563	JOSE MARTI	17	1	27	1	1
3564	JORGE ICAZA	5	1	01	1	2
3565	22 DE JULIO	10	3	57	1	2
3567	CLUB ROTARIO	5	1	01	1	2
3569	12 DE FEBRERO	10	3	57	1	2
3570	LCDO. JAIME ANDRADE FABARA	5	1	01	1	2
3571	PRIMICIAS DE LA CULTURA DE QUITO	17	1	54	1	1
3572	LOJA	5	1	01	1	2
3573	JOSE IGNACIO BURBANO	10	3	57	1	2
3574	CAPITAN EDMUNDO CHIRIBOGA	17	1	55	1	1
3575	LUCIA FRANCO DE CASTRO	17	1	56	1	1
3576	MANUELA ITURRALDE	5	1	01	1	2
3577	PATRIA	10	3	57	1	2
3579	REINALDO HIDALGO	5	1	01	1	2
3580	GARCIA MORENO	10	3	58	1	2
3581	LUZ ELISA BORJA	17	1	60	1	1
3582	QUISQUIS	5	1	01	1	2
3583	ELENA SOLHER	17	1	78	1	1
3584	CIUDAD DE COTACACHI	10	3	58	1	2
3585	ATAHUALPA	5	1	01	1	2
3586	PRIMERO DE JUNIO	17	1	81	1	1
3587	JUAN FRANCISCO LEORO	10	3	58	1	2
3588	RAMON PAEZ	5	1	01	1	2
3589	LUCILA DE SALVADOR	17	1	86	1	1
3590	ANTONIO NEUMANE # 78 (N)	9	1	06	1	2
3591	REPUBLICA DE ITALIA	10	3	58	1	2
3592	MELCHOR BENAVIDES	5	1	01	1	2
3593	FROILAN SERRANO	17	1	86	1	1
3594	SANTISIMO SACRAMENTO	10	3	02	4	2
3596	MARIA RICAURTE	5	1	01	1	2
3597	SANTA ANA DE COTACACHI	10	3	52	1	2
3599	PLINIO FABARA	5	1	01	1	2
3600	LA PRESENTACION	17	1	18	4	1
3601	MACHALA	5	1	01	1	2
3602	SIEMPRE UNIDOS	10	3	52	1	2
3603	EMILE JAQUES DALCROZE	17	1	51	5	1
3604	RAYMUNDO TORRES	5	1	01	1	2
3605	ROSARIO DE ALCAZAR N 2	17	1	56	5	1
3606	CORPORACION EDUCATIVA LOS CHILLOS	17	1	56	5	1
3607	LUIS ULPIANO DE LA TORRE	10	3	52	1	2
3608	MONSEÑOR BERNARDINO ECHEVERRIA (INDIGENA	10	3	53	1	2
3609	HUANCAVILCA # 85	9	1	06	1	2
3610	MODESTO PEÑAHERRERA	10	3	02	1	2
3612	EMILIO UZCATEGUI GARCIA	5	1	01	1	2
3614	GABRIELA MISTRAL	10	4	01	1	2
3615	PEDRO PAEZ	5	1	01	1	2
3616	SARANCE	10	4	01	1	2
3617	GONZALO RUBIO ORBE	10	4	01	1	2
3618	EL TABERNACULO	5	1	01	4	2
3621	ONCE DE NOVIEMBRE	5	1	02	1	2
3622	FERNANDO CHAVEZ	10	4	01	1	2
3623	JOSE MARTI	10	4	02	1	2
3624	LIBERTADOR SIMON BOLIVAR	10	4	02	1	2
3625	DR.JOSE MARIA VELASCO IBARRA	5	1	02	1	2
3626	ISAAC J. BARRERA	10	4	02	1	2
3627	REPUBLICA ORIENTAL DEL URUGUAY	5	1	02	1	2
3628	LUIS GARZON PRADO	10	4	02	1	2
3629	GUILLERMO GARZON UBIDIA	10	4	02	1	2
3630	JAIME ROLDOS AGUILERA	10	4	02	1	2
3631	FRANCISCO CALDERON	5	1	02	1	2
3632	PRESB. AMABLE HERRERA (INDIGENA)	10	4	01	1	2
3633	MANUELITA SAENZ	5	1	02	1	2
3634	JOSE IGNACIO NARVAEZ (INDIGENA)	10	4	01	1	2
3635	ALEJANDRO BENJAMIN CORONEL TERAN	5	1	02	1	2
3636	VICTOR ALEJANDRO JARAMILLO (INDIGENA)	10	4	01	1	2
3637	CESAR ANTONIO MOSQUERA (INDIGENA)	10	4	51	2	2
3638	LUIS FERNANDO VIVERO	5	1	03	1	2
3639	FEDERICO GONZALEZ SUAREZ N°2	10	4	02	1	2
3640	PAMPITE	5	1	03	1	2
3641	CARLOS ELIAS ALMEIDA (INDIGENA)	10	4	02	1	2
3642	VICENTE PIEDRAHITA	5	1	03	1	2
3643	ECUADOR (INDIGENA)	10	4	02	1	2
3644	CATORCE DE ABRIL	5	1	03	1	2
3645	TULCAN	5	1	03	1	2
3646	HUMBERTO VACAS GOMEZ (INDIGENA)	10	4	02	1	2
3647	PEDRO PINTO GUZMAN (INDIGENA)	10	4	02	1	2
3648	JOSE SEGUNDO ZUÑIGA	5	1	03	1	2
3649	CASPICARA	5	1	03	1	2
3650	ABELARDO MONCAYO (INDIGENA)	10	4	02	1	2
