id_seq	ubicacion	nombre_normalizado	codigo_escuela
2969	170353	DR.EDUARDO MIÑO CABEZAS	4773
2970	180108	GENERAL CORDOVA	4774
2971	170353	2 DE AGOSTO (MEJIA)	4775
2972	111053	RIO AGUARICO	4776
2973	170351	MARIA MERCEDES VELASCO	4777
2974	111052	RIO MACARA	4778
2975	180107	JUAN CAJAS	4779
2976	170351	VICENTE MIRANDA	4780
2977	111052	RIO AMAZONAS	4781
2978	170301	CARLOS EDUARDO JARAMILLO	4782
2979	180109	AMIGOS DE FLADES OCCIDENTAL	4783
2980	170356	CARLOS FREILE LARREA	4784
2981	111054	LUCIANO BENJAMIN CABRERA	4785
2982	170301	JOSE MEJIA LEQUERICA (MACHACHI)	4786
2983	180105	REINALDO MIÑO	4787
2984	111054	MODESTO CHAVEZ FRANCO	4788
2985	111054	MANUEL AGUSTIN AGUIRRE	4790
2986	170179	ANTONIO DE ULLOA	4791
2987	180104	LEONIDAS PLAZA	4792
2988	170179	JOAQUIN SANCHEZ DE ORELLANA	4793
2989	170157	CARLOS AGUILAR	4796
2990	111052	LUIS NAPOLEON DILLON	4797
2991	170157	CARMEN AMELIA HIDALGO	4798
2992	111055	ISLA PUNA	4799
2993	170157	FRAY JODOCO RICKE	4800
2994	090112	LUZ DEL GUAYAS # 430	4801
2995	170184	CABO MINACHO	4802
2996	111054	RIO PUYANGO	4803
2997	170184	EDUARDO KINGMAN	4804
2998	111053	VICTOR HUGO JUMBO CUEVA	4805
2999	170184	ENRIQUE PONCE GANGOTENA	4806
3000	170184	MANUEL QUIROGA	4807
3001	090113	REPUBLICA DE COLOMBIA # 1	4808
3002	170184	BENITO JUAREZ	4809
3003	090113	REPUBLICA DE COSTA RICA # 14	4810
3004	170184	VICTOR MANUEL PEÑAHERRERA	4811
3005	090113	BARBARA ALFARO # 30	4812
3006	170184	ANDRES BELLO	4813
3007	090113	JOSEF GORELIK # 41	4814
3008	170184	ROBERTO ESPINOZA	4815
3009	111053	ANGEL PALACIO CAPITAN	4816
3010	170154	CLUB DE LEONES DE OHIO	4817
3011	090113	ROSA BORJA DE IZQUIERDO # 313	4818
3012	111053	RIO COCA	4819
3013	170184	EL SAUCE	4820
3014	090113	ELOISA ISABEL NEIRA TORRES # 320	4821
3015	111053	MARIA AMADA ULLOA	4823
3016	170155	JUAN RAMON JIMENEZ	4824
3017	090113	RAMON AGURTO CASTILLO # 328	4825
3018	090113	RAUL CLEMENTE HUERTA DR. # 334	4828
3019	090113	CINCO DE JUNIO # 58	4829
3020	170111	SANTA DOROTEA	4830
3021	090113	ANGEL POLIBIO CHAVES # 65	4831
3022	111055	REPUBLICA DE NICARAGUA	4832
3023	090112	O.E.A. # 76	4834
3024	090113	MARIA LUISA CEVALLOS ZAMBRANO # 103	4835
3025	170157	ALEMAN DE QUITO	4836
3026	111055	FLORA OCHOA LUDENA	4837
3027	090106	ANATOLIA FRANCO DE AMPUERO DRA. # 130	4838
3028	170124	FRANCIS BACON	4839
3029	090113	PABLO AROSEMENA MERINO # 321	4840
3030	090113	ESTADOS UNIDOS # 352	4843
3031	170122	MODELO	4844
3032	090112	PDTE. ALFREDO BAQUERIZO MORENO # 1 (N)	4845
3033	170118	PENSIONADO UNIVERSITARIO	4846
3034	111055	RIO MATAJE	4847
3035	090113	REPUBLICA DEL ECUADOR # 11 (N)	4848
3036	111055	8 DE DICIEMBRE	4849
3037	090113	RAFAEL MORAN VALVERDE # 13 (N)	4850
3038	111055	SIN NOMBRE (PIÑAS YURUSAL)	4851
3039	090112	PEDRO J. MENENDEZ GILBERT # 36 (N)	4852
3040	111055	COSME RENELLA	4853
3041	111055	RIO CENEPA	4854
3042	090113	FRANCISCO MARIA ROCA # 81 (N)	4855
3043	111055	SANTIAGO RAMON Y CAJAL	4856
3044	170122	LICEO INTERNACIONAL	4857
3045	111055	8 DE SEPTIEMBRE	4858
3046	090113	IGNACIO ALVARADO VILLAO # 86 (N)	4859
3047	111101	C.E.C. SAN FRANCISCO-STO.DOM.COL	4860
3048	090114	ANTONIO JOSE DE SUCRE # 4	4861
3049	111101	C.E.C. LAGO DE SAN PABLO	4862
3050	111101	C.E.C. SUMAK-LLAKTA	4863
3051	111101	ROSA MARIA GUZMAN DE TORRES	4864
3052	090114	JUAN MONTALVO # 12	4865
3053	111101	C.E.C. JOSE TORO Y GUZMAN	4866
3054	170113	MAX PLANCK	4867
3055	090114	JOSE HERBOSO # 20	4868
3056	170124	POLONIA	4869
3057	111101	C.E.C. JOSE MIGUEL ZHINGRE MEDINA	4870
3058	111101	C.E.C. ACT.INTER.BIL INTI-RAIMI	4871
3059	090114	JOSE SALCEDO DELGADO # 38	4872
3060	170120	THOMAS MALTHUS	4873
3061	111101	U.E. EXP.ACT.INTER.TRI.INCA SAMANA (IND	4874
3062	090114	REPUBLICA ARABE UNIDA # 45	4875
3063	111101	10 DE MARZO (SARAGURO)	4876
3064	090114	JOSE MEJIA LEQUERICA 46 (PLANT.CRT.)	4877
3065	111101	TUPAK YUPANKI	4878
3066	170177	MYDES	4879
3067	111101	C.E.C. HUAYNA CAPAC	4880
3068	090114	CLUB ROTARIO # 61	4881
3069	111101	C.E.C. YAGUARZONGO	4882
3070	170103	PAULO VI <COTOCOLLAO>	4883
3071	090114	JOSE ELIAS ALTAMIRANO # 63	4884
3072	111101	C.E.C. INKA WUASI	4885
3073	111151	C.E.C. GABRIEL VICENTE CASTRO	4886
3074	170120	AMERICANO DE QUITO NACIONAL	4887
3075	090114	CORONEL LUIS VARGAS TORRES # 68	4888
3076	111151	C.E.C. BOLIVAR JARAMILLO MONSR.	4889
3077	090114	NICOLAS MESTANZA Y ALAVA # 77	4890
3078	170120	ALBERTO EINSTEIN	4891
3079	111151	C.E.C. ALBERTO GUERRERO MARTINEZ	4892
3080	170124	FIDEL OLIVO	4893
3081	090114	FRANCISCO FALQUEZ AMPUERO DR. # 93	4894
3082	111151	ROBERTO MUÑOZ MALO	4895
3083	090114	ALFREDO BARANDEARAN SAMANIEGO # 147	4896
3084	111151	LUIS FELIPE ORDONEZ PADRE.	4897
3085	090114	NELSON MATEUS MACIAS # 188	4899
3086	111151	PEDRO VICENTE MALDONADO	4900
3087	111101	CELINA VIVAR ESPINOZA	4902
3088	090114	LUCILA PAEZ ASPIAZU DE MURILLO # 201	4903
3089	170111	TARQUI	4904
3090	111101	PURIFICACION ORTIZ	4905
3091	090114	CIUDAD DE TULCAN # 202	4906
3092	170111	FEDERICO SOSA ESTUPIÑAN	4908
3093	111151	MARIANO CUEVA	4909
3094	090114	HEROES DE PAQUISHA # 203	4910
3095	111154	NATAL ORELLANA	4911
3096	111154	CIUDAD DE ZUMBA	4913
3097	180156	U.E. AMBATO (ESC. LA MERCED)	4914
3098	090114	CIUDAD DE IBARRA # 204	4915
3099	111154	29 DE JUNIO	4917
3100	090114	CIUDAD DE LATACUNGA # 205	4918
3101	180152	CRISTOBAL COLON	4919
3102	111154	JOSE VILLAMIL GNRAL.	4921
3103	090114	CIUDAD DE RIOBAMBA # 206	4923
3104	111154	RIO MARAÑON	4924
3105	180152	AUGUSTO SALAZAR	4925
3106	111154	AGUSTIN CELI	4926
3107	180152	ERNESTO BUCHELI	4927
3108	090114	CIUDAD DE CUENCA # 207	4928
3109	111154	FRANS VOLTAIRE LUDEÑA CELI	4929
3110	090114	CIUDAD DE AZOGUES # 208	4930
3111	111154	MANUEL RODRIGUEZ DE QUIROGA	4931
3112	180152	CAMILO GALLEGOS TOLEDO	4933
3113	090114	PRIMERO DE JUNIO # 209	4934
3114	111154	MERCEDES GONZALEZ DE MOSCOSO	4935
3115	180151	JOSE JOAQUIN OLMEDO	4936
3116	180151	REINALDO ESPINOZA	4938
3117	111154	SIN NOMBRE (COCHAS-MARMOL)	4939
3118	090114	BLANCA GILBERT DE INTRIAGO # 210	4940
3119	170120	LICEO LA ALBORADA	4941
3120	090114	GUAYAS Y QUIL # 219 (PLANT.CNTL)	4942
3121	090114	MARTHA BUCARAM DE ROLDOS # 220	4944
3122	090114	RIO MACARA # 227	4946
3123	180151	FERNANDO DAQUILEMA	4948
3124	170122	CARLOS ANDRADE MARIN	4949
3125	090114	RIO PUTUMAYO # 229	4950
3126	180151	UNION Y PROGRESO	4952
3127	090114	PROVINCIA DE MANABI # 230	4953
3128	170155	COLON	4954
3129	090114	CIUDAD DE MANTA # 231	4955
3130	111154	HEROES DEL CENEPA	4956
3131	170151	EMILE JAQUES DALCROZE	4957
3132	090114	RIO COCA # 232	4958
3133	180153	SECUNDINO EGUEZ	4959
3134	111154	GENERAL PLAZA	4960
3135	111154	FAUSTO GODOFREDO PACHAR LAZO	4963
3136	180153	RAFAEL ALFONSO SEVILLA	4964
3137	090114	CIUDAD DE MACHALA # 236	4965
3138	111154	HUALCOPO DUCHICELA	4966
3139	180153	LUIS CHIRIBOGA (INDIGENA)	4967
3140	111154	CIUDAD DE SANTA MARIA DE LEIVA	4968
3141	090114	CARLOS URGILES GONZALEZ # 239	4969
3142	180153	LIZARDO RUIZ	4970
3143	111154	WILSON PALACIO SALCEDO PROF.	4971
3144	090114	MARIA MARISCAL DE GUEVARA (P.CRT.)	4972
3145	180153	MACARA	4973
3146	111154	DARIO CISNEROS	4974
3147	180153	UEIB ANA MARIA TORRES (INDIGENA)	4975
3148	090114	JUANA GRIJALVA RUILOVA # 252	4976
3149	111155	BELISARIO MORENO	4977
3150	180153	HECTOR LARA	4978
3151	090114	GUILLERMO SOTO ZATIZABAL # 253	4979
3152	180153	NEPTALI SANCHO (INDIGENA)	4980
3153	111155	NAPOLEON BONAPARTE	4981
3154	180153	GUATEMALA	4982
3155	111155	AMADEO VIVAR	4983
3156	111155	MARIA FLORINDA ARMIJOS	4984
3157	180153	CAUPOLICAN (INDIGENA)	4985
3158	090114	BOLIVAR POTES BUSTOS # 254	4986
3159	111155	CARLOS MARIA DE LA CONDAMINE	4987
3160	180154	HONORATO VASQUEZ	4988
3161	090114	ESTELA LANGE DE BERNAL # 256	4989
3162	111155	FIERROHURCO	4990
3163	180154	CLUB DE LEONES	4991
3164	090114	CARMEN GARCIA DE TORO # 264	4992
3165	111155	SIN NOMBRE (ZAPOTEPAMBA)	4993
3166	180154	CARLOS BOLIVAR SEVILLA	4994
3167	111153	LUCIANO LASSO ORTEGA DR.	4995
3168	180155	DR. ALONSO CASTILLO	4997
3169	111153	SIN NOMBRE (VERDILLAS)	4998
3170	090114	BARBARA MARIDUEÑA DE MORAN # 266	4999
3171	111153	AGUINALDO CASTILLO	5000
3172	180155	HONDURAS	5001
3173	090114	LUIS CHIRIBOGA PARRA # 269	5002
3174	111153	LATACUNGA	5003
3175	180103	TENIENTE HUGO ORTIZ	5004
3176	111153	VICTOR VIVAR ESPINOZA DR.	5005
3177	090114	DELIA LUCRECIA SAMANIEGO DE SUAREZ # 270	5006
3178	180155	VICENTE FLOR	5007
3179	111153	CIUDAD DE TENA	5008
3180	180155	9 DE OCTUBRE	5009
3181	111152	SIN NOMBRE (TUCHIN)	5011
3182	180155	SERGIO ALBUJA	5012
3183	111152	ROSA ELVIRA ESPEJO	5013
3184	090114	LORENZO TOUS FEBRES CORDERO # 276	5014
3185	180155	PIO LOPEZ	5015
3186	111152	INGAPIRCA (CACHIPAMBA)	5016
3187	090114	YOLANDA BAQUERIZO DE SANDOVAL # 284	5017
3188	180156	JULIO FERNANDEZ	5018
3189	180156	POLICARPA SALAVARRIETA	5019
3190	090114	LILY PILATAXI DE ARENAS # 296	5020
3191	090114	VICTORIA PEREZ # 307	5021
3192	111152	REINO DE QUITO	5022
3193	180167	U.E. DARIO GUEVARA	5023
3194	111158	FRANCISCO ARIAS	5024
3195	111158	JUAN PEDRO RAMON RAMIREZ LIC.	5025
3196	111158	SAN LUIS DE CURIACU	5027
3197	180168	ALFONSINA STORNI	5028
3198	111158	JOSE ORTEGA Y GASSET	5029
3199	080753	QUISQUIS # 22	5030
3200	111158	CARLOS FREIRE ZALDUMBIDE	5031
3201	111158	C.E.C. ALFONSO ROMERO DR.	5032
3202	180168	TOMAS SEVILLA	5033
3203	080753	JORGE JURADO VELASCO # 100	5034
3204	111158	SIN NOMBRE (GUAZHACORRAL)	5035
3205	111157	LIMAPAMBA	5036
3206	180168	ADELA MARTINEZ	5037
3207	080753	CESAR FABARA	5038
3208	111157	MACHALA NRO. 51	5039
3209	080753	FRANCISCO FEBRES CORDERO	5040
3210	180156	TARCILA ALBORNOZ DE GROSS	5041
3211	111157	RIO TIGRE	5042
3212	111157	CIUDAD DE SARAGURO	5043
3213	080753	SEBASTIAN DE ILLESCAS	5044
3214	180156	DR. LUIS CONSTANTINO VASCONEZ	5045
3215	080753	PESTALOZZI	5046
3216	111157	FIDEL SARAGURO	5048
3217	180157	BELISARIO QUEVEDO	5049
3218	080753	DONATO YANNUZZELLI	5050
3219	180157	6 DE MARZO	5051
3220	111156	C.E.C. GUSTAVO ADOLFO OTERO	5053
3221	080753	FRANCIA VALENCIA REBOLLEDO	5054
3222	180157	REAR CHIBUELEO (P.CENTRAL/INDIGENA)	5055
3223	111156	LUIS ANTONIO MONTESINOS	5056
3224	090114	HERMANO MIGUEL # 314	5057
3225	080753	GUILLERMO CORTEZ QUIÑONEZ	5058
3226	090114	INES MARIA BALDA # 326	5059
3227	111156	C.E.C. JAIME BEJARANO	5060
3228	090114	MODESTO CHAVEZ FRANCO DR. # 335	5061
3229	111156	FRANCISCO CAMPOS	5062
3230	080753	SIMON BOLIVAR	5063
3231	180157	GONZALO DIAZ DE PINEDA	5064
3232	090114	VICTORIA TORRES DE NEIRA # 339	5065
3233	111156	PANUPALI	5066
3234	180157	CORONEL JORGE GORTAIRE	5068
3235	111156	JOSE DE ANTEPARA	5070
3236	111156	C.E.C. LEONIDAS PROAÑO MONS.NRO.1	5071
3237	080753	BELLA AURORA	5072
3238	180157	REPUBLICA DE EL SALVADOR	5073
3239	111156	C.E.C. PRIM.DE LA CULT.DE QUITO	5074
3240	090114	TELMO FAJARDO AVILES # 375	5075
3241	080102	FRAY VICENTE SOLANO(PLANTEL CENTRAL)	5076
3242	180158	ELOY ALFARO	5077
3243	090114	SEGUNDO JIMENEZ RIERA PROF. # 376	5078
3244	111156	OMAR TORRIJOS	5079
3245	080103	JUAN MONTALVO (# 1)	5080
3246	180158	VASCO NUÑEZ DE BALBOA	5081
3247	090114	PROSPERO SANTISTEVAN MONTOYA # 379	5082
3248	111156	LUIS MOGROVEJO QUEVEDO	5083
3249	080755	RAMON ESTUPIÑAN #18	5084
3250	111156	EL VERGEL (LLACO)	5085
3251	090114	BERTHA CEDEÑO DE ESPINEL # 383	5086
3252	180158	JOSE R. MARTINEZ	5087
3253	111159	C.E.C. CARLOS MANUEL ESPINOSA AYALA DR.	5088
3254	080755	REPUBLICA DE ARGENTINA	5089
3255	090114	CIRCULO DE PERIODISTAS 390 (P.CRT)	5090
3256	180158	QUITO	5091
3257	111159	CAZADORES DE LOS RIOS	5092
3258	090114	BLANCA GOETTA DE ORDOÑEZ # 394	5093
3259	180158	IBARRA	5094
3260	080755	COTOPAXI	5095
3261	111159	TORRICELLI	5096
3262	080755	CARMEN MIDEROS DE ALMEIDA	5097
3263	111159	SEGISMUNDO FREUD	5098
3264	090114	FLORA SALAZAR DE LOOR # 395	5099
3265	111159	MARISCAL SUCRE	5100
3266	180159	JUAN ESPIN	5101
3267	080755	MARQUEZ DE MIRAFLORES	5102
3268	111159	C.E.C. FRANCISCO TERAN	5104
3269	111201	DOLORES CELI	5105
3270	180159	QUISQUIS	5106
3271	090114	ISABEL MORLAS # 51	5107
3272	111201	FRANCISCO DE PAULA MENA	5108
3273	180159	MANUEL MARIA SANCHEZ	5109
3274	090114	MARIA PIEDAD CASTILLO DE LEVI # 79	5110
3275	080755	CELIANO MONGE	5111
3276	111201	JOSE VICENTE TRUJILLO	5113
3277	180159	PRINCESA PACCHA	5114
3278	090114	CESAR CAMPOS PAZMIÑO # 87	5115
3279	111201	HERMINIA ELENA SOTO CELI DE ARIAS	5118
3280	180159	PEDRO DE ALVARADO	5119
3281	090114	ANA VILLAMIL ICAZA # 113	5120
3282	080751	SIN NOMBRE (PARTIDERO)	5121
3283	111201	ERNESTO PINTO CASTILLO PROF.	5122
3284	180159	CIUDAD DE AMBATO	5123
3285	110101	I.E. ESP. BYRON EGUIGUREN	5124
3286	090114	FUERZA AEREA ECUATORIANA # 129	5125
3287	080455	13 DE JUNIO	5126
3288	111201	GONZALO PAZ	5127
3289	180159	REPUBLICA DE FRANCIA	5128
3290	090114	EDUARDO GRANJA GARCES DR. # 185	5129
3291	111201	6 DE DICIEMBRE - VIVIATES	5131
3292	180159	PROVINCIA DEL CARCHI	5132
3293	080103	SAGRADO CORAZON	5133
3294	111201	AGUSTIN MOSQUERA CRESPO	5134
3295	180159	ZOPOZOPANGUI	5135
3296	111201	SIN NOMBRE (RODADEROS)	5136
3297	090114	SOCRATES POZO ANGULO DR. # 192	5137
3298	180160	CRISTOBAL VELA ORTEGA	5139
3299	111201	LEOPOLDO SAMANIEGO	5140
3300	080103	REPUBLICA DE SUECIA	5141
3301	111201	ANGELA LUZURIAGA	5142
3302	180160	EMILIA PARDO BAZAN	5143
3303	111201	ZOILO RODRIGUEZ	5144
3304	080103	PAULA ESTHER QUINTERO VASQUEZ	5145
3305	111201	FRANCISCO SOLANO	5147
3306	080103	REPUBLICA DE COLOMBIA	5148
3307	180160	LUIS A. AGUILAR	5149
3308	111201	VIRGINIA LUDEÑA ESCUDERO	5151
3309	080103	LUZ Y LIBERTAD	5152
3310	180160	TARQUI	5153
3311	111201	SEBASTIAN VALDIVIESO	5155
3312	080103	BATALLON MONTUFAR	5156
3313	180160	NICARAGUA (INDIGENA)	5157
3314	111201	SOZORANGA	5158
3315	111201	SEGUNDO CORONEL SOTO	5160
3316	180160	27 DE FEBRERO	5161
3317	080101	ESTADOS UNIDOS	5162
3318	090114	RIO CURARAY # 228	5163
3319	080168	ASCENCION QUINDE PINCAY	5164
3320	111201	ISAURO JARAMILLO MORA	5165
3321	180160	LUIS FELIPE BORJA	5166
3322	090114	GOLFO DE GUAYAQUIL # 233	5167
3323	180160	UNION PANAMERICANA	5169
3324	080101	CONSEJO PROVINCIAL #518	5170
3325	090114	CANAL DE JAMBELI # 234	5171
3326	111251	ESMERALDAS	5172
3327	180160	GALO PLAZA	5173
3328	080101	GONZALO ABAD GRIJALVA	5174
3329	090114	JAIME FLORES MURILLO # 238	5175
3330	111201	HERNANDO DE MAGALLANES	5176
3331	090114	REPUBLICA DE BULGARIA # 259	5177
3332	180160	DR. MISAEL ACOSTA SOLIS	5178
3333	080101	SIMON PLATA TORRES	5179
3334	111251	HERMANO MIGUEL	5180
3335	090114	ANA RODRIGUEZ DE GOMEZ # 263	5181
3336	080101	REPUBLICA DEL ECUADOR	5182
3337	111251	PAUL RIVET (MATADEROS)	5184
3338	111251	ALBERTO MENA HIDALGO	5185
3339	180161	LUIS CORDERO	5186
3340	090114	ANGELA SAN MIGUEL DE FIGUEROA # 267	5187
3341	080101	LEONIDAS MARIO DROUET	5188
3342	111251	CIUDAD DE BAÑOS	5189
3343	180161	EDUARDO PAREDES	5190
3344	090114	VICTORIA ROBLES DE NEIRA # 268	5192
3345	080101	ELOY ALFARO	5193
3346	111251	MANUEL SAMANIEGO PEÑA	5194
3347	180161	DR. JOSE M. VELASCO I. (INDIGENA)	5195
3348	111251	BARTOLOME RUIZ (ALGODONAL)	5196
3349	111301	DAVID VICENTE NAULA PUGLLA	5199
3350	180161	JOSE FELIX AYALA (INDIGENA)	5200
3351	090114	MELIDA MARISCAL DE POZO # 281	5201
3352	111252	MATIAS ESPINOSA AYALA DR.	5202
3353	180161	RIOBAMBA	5203
3354	111252	OTTO AROSEMENA GOMEZ DR.	5204
3355	090114	FABIO FIGUEROA SOLEDISPA # 282	5205
3356	180161	VICTOR MANUEL GARCES (INDIGENA)	5206
3357	090114	RIO GUAYAS # 283	5207
3358	180161	HERMANOS ALEMANES	5208
3359	111252	ALTAR	5209
3360	111252	SIN NOMBRE (EL SAUCE)	5210
3361	180161	REAR TAMBOLOMA (P.CENTRAL-INDIGENA)	5211
3362	111252	ROSA ZARATE	5212
3363	080562	CASICAHUA	5214
3364	111252	LUIS CARPIO MORA (LOS LLANITOS)	5215
3365	180161	PROVINCIA DE BOLIVAR	5216
3366	090114	IGNACIA BEJAR SANCHEZ # 324	5217
3367	180161	MACHALA	5219
3368	111252	LUIS F. VILLAMIL	5220
3369	080104	GUAYAQUIL	5221
3370	111252	PERPETUO SOCORRO	5222
3371	180161	UEIB LLANGAHUA (INDIGENA)	5223
3372	180161	RIO PASTAZA (INDIGENA)	5224
3373	090114	LUIS BRAVO MARTINEZ LCDO. # 371	5227
3374	180161	COLEGIO MANUELA CAÑIZARES	5228
3375	080104	ECUADOR PAIS AMAZONICO	5229
3376	111252	BENIGNO MALO	5230
3377	080104	CENTRO INTEGRAL INFANTIL	5231
3378	180161	CASPICARA (INDIGENA)	5232
3379	111252	SIN NOMBRE (GUADUAL)	5233
3380	180161	VILLA ESCORZONERA (INDIGENA)	5234
3381	080104	AUTORIDAD PORTUARIA	5235
3382	090114	VICTOR ANDRADE AVILES # 385	5236
3383	111252	SIN NOMBRE (EL FAIQUE)	5237
3384	180161	PATRIA NUEVA (INDIGENA)	5238
3385	090114	EMMA ANGELICA VARGAS VILLAMAR # 387	5239
3386	111252	MIGUEL A. AGUIRRE SANCHEZ DR.	5241
3387	180161	LA ESPERANZA (INDIGENA)	5242
3388	111252	EMILIANO ORTEGA ESPINOZA	5243
3389	080165	BARTOLOME RUIZ	5244
3390	180161	RUNACUNAPAC YACHANA HUASI (INDIGENA)	5245
3391	080104	CARMEN CUADROS DE DONOSO	5246
3392	180161	ERNESTO ALBAN MOSQUERA (INDIGENA)	5248
3393	180161	RIO CENEPA (INDIGENA)	5250
3394	180161	SHYRI DE LOS LLANGANATES (INDIGENA)	5253
3395	180162	ELIAS TORO FUNES	5254
3396	180162	ROTARIA	5257
3397	180162	ABEL PACHANO (INDIGENA)	5260
3398	180162	UEIB AMBAYATA (INDIGENA)	5261
3399	180162	JOSE GERARDO PAREDES	5263
3400	170124	UNIDAD EDUCATIVA LETORT	5264
3401	180162	PROVINCIA DE LOJA (INDIGENA)	5265
3402	170156	ROSARIO DEL ALCAZAR # 2	5266
3403	180162	VICENTE CISNEROS (INDIGENA)	5267
3404	180162	CIUDAD DE AZOGUES (INDIGENA)	5269
3405	180162	LUIS PASTEUR	5271
3406	180162	MANUEL J. CALLE (INDIGENA)	5272
3407	180162	CURIQUINGUI (INDIGENA)	5274
3408	180162	MONSEÑOR LEONIDAS PROAÑO (INDIGENA)	5276
3409	180165	CESAR SILVA	5277
3410	170602	RAUL GONZALEZ ASTUDILLO	5278
3411	080102	GRAN BRETAÑA	5279
3412	180165	VICTOR OVIEDO	5280
3413	080102	SIMON RODRIGUEZ	5281
3414	180165	ARCHIPIELAGO DE COLON	5283
3415	090114	AMALIA SALAZAR DE MALDONADO # 393	5284
3416	180165	JOSE MEJIA LEQUERICA	5285
3417	170159	VICTOR EMILIO ESTRADA	5286
3418	180165	GEORGINA OLIVA DE PORRAS	5287
3419	090114	HUANCAVILCA # 14 (N)	5290
3420	090114	BATALLA DE JAMBELI # 19 (N)	5291
3421	080102	RIO ESMERALDAS	5292
3422	111252	GEOFRE A. LUZURIAGA I.	5294
3423	080102	DR. LUIS PRADO VITERI	5295
3424	180165	NUESTRA SEÑORA DE LA ELEVACION	5296
3425	080102	JORGE CAMPAIN MARTINEZ	5297
3426	180165	U.E. HUAYNA CAPAC (INDIGENA)	5298
3427	111252	AUGUSTO N. IZQUIERDO LCDO.	5299
3428	090112	ASOC. DE PROF. EDUCACION PRIMARIA # 448(	5300
3429	080102	DR.JOSE VICENTE TRUJILLO GUTIERREZ	5301
3430	090114	TERESA TORRES DE JIMENEZ # 24 (N)	5302
3431	180165	EPICLACHIMA	5303
3432	080168	FRANCISCO CAMPOS	5304
3433	090114	NICASIO SAFADI # 33 (N)	5305
3434	080168	LCDO. WALTER QUIÑONEZ SEVILLA	5306
3435	180165	MIGUEL ALBORNOZ	5308
3436	180165	DR. PLUTARCO NARANJO (INDIGENA)	5310
3437	080102	18 DE NOVIEMBRE	5311
3438	111252	ANTONIO TRUJILLO DR.	5312
3439	090114	LUSITANIA AVILES RICAURTE # 50 (N)	5313
3440	180163	NICOLAS MARTINEZ	5314
3441	080102	AMANDA GASTELU DE RAMIREZ	5315
3442	090114	HECTOR DULCEY ROBI # 52 (N)	5316
3443	111252	SIN NOMBRE (GUALTACO-TACAMOROS)	5317
3444	111252	VIRGILIO ABARCA	5318
3445	080102	LA INMACULADA	5319
3446	111252	26 DE SEPTIEMBRE (MAXAMINE)	5322
3447	090114	RAFAEL DIAZ ICAZA 56	5324
3448	111252	VILLONACO	5325
3449	111301	AMAZONAS	5326
3450	090114	JORGE VILLACRESES COLMONT # 58 (N)	5328
3451	080159	JAPON	5329
3452	180163	ANTONIO CARRILLO	5331
3453	080102	TEODORA GARCIA DE VALENCIA	5332
3454	180163	NICOLAS VASCONEZ	5333
3455	111352	6 DE DICIEMBRE-BEJUCAL	5334
3456	090114	PRIMICIAS DE LA CULTURA # 60 (N)	5335
3457	080153	SEGUNDO MANTILLA	5336
3458	180164	TOMAS MARTINEZ	5337
3459	090114	DEMETRIO AGUILERA MALTA # 63 (N)	5338
3460	080153	TUMBEZ	5339
3461	090114	CAMILO GALLEGOS TOLEDO # 68 (N)	5340
3462	080153	MERCEDES MARTINEZ ACOSTA	5342
3463	090104	ESTADOS UNIDOS DE NORTE AMERICA # 77 (N)	5343
3464	111353	N.EDUC.INTEG.COMUNITARIO TRONCO QUEMADO	5344
3465	080165	GRANJA SAN MARTIN	5345
3466	180164	REPUBLICA DEL PARAGUAY (INDIGENA)	5347
3467	111352	BATALLON GENERAL CORDOVA	5348
3468	090114	BEATRIZ HUERTA DE PLAZA # 89 (N)	5349
3469	080165	TENIENTE HUGO ORTIZ	5350
3470	180164	LUIS A VALENCIA	5351
3471	080165	ROBERTO CRUZ	5352
3472	111301	MACAS	5353
3473	180164	DEMETRIO AGUILERA MALTA (INDIGENA)	5354
3474	080165	JUAN BAUTISTA AGUIRRE	5356
3475	180901	PEDRO CARBO	5357
3476	111301	C.E.M. CEIBA CHICA - ESC BRASIL	5358
3477	080165	BENJAMIN SERRANO	5359
3478	180901	10 DE AGOSTO	5360
3479	111301	JOSE ANTONIO CAMPOS	5361
3480	180951	VICENTE ROCAFUERTE	5362
3481	180901	PICHINCHA	5364
3482	111353	SIN NOMBRE (EL MANGO)	5365
3483	180901	CARACAS	5367
3484	111352	DANIEL MARTINEZ CABO	5368
3485	080168	LEON DE FEBRES CORDERO	5369
3486	180901	GERARDO NICOLA	5371
3487	080168	REFINERIA	5372
3488	111301	CELIANO MONGE	5373
3489	180901	MAYAICU	5374
3490	080168	DANIEL COMBONI	5375
3491	111301	DARIO GUEVARA PROF.	5376
3492	180901	LA CONDAMINE	5377
3493	080168	FAUSTO MOLINA	5378
3494	180901	ADOLFO JURADO GONZALES	5379
3495	111353	LUIS CARPIO MORA (TOTUMITOS)	5380
3496	180951	RAFAEL CRUZ CEVALLOS	5381
3497	111353	SIN NOMBRE (HUALTACO-LIMONES)	5382
3498	080168	LCDA. LAURA MOSQUERA DE ORTIZ	5383
3499	180166	LUIS VIVERO E.	5384
3500	080168	FRANCES	5385
3501	111354	BATALLON CAYAMBE	5386
3502	080168	UNIDOS SOMOS MAS	5387
3503	111352	ZAMORA	5389
3504	080168	ELBA NAZARENO RAMIREZ	5390
3505	180166	EL ORO	5391
3506	080168	EDILFO BENNETT	5392
3507	180166	LUCIANO TORO NAVAS	5393
