id_seq	ubicacion	nombre_normalizado	conteo	ids_escuela
1375	030301	SIN NOMBRE (INDIGENA)	2	15789,15792
1376	030301	UNIDAD EDUCATIVA SANTA ROSA DE LIMA	1	6309
1377	030351	24 DE AGOSTO	1	6511
1378	030351	24 DE JUNIO	1	6500
1379	030351	ALBERTO GONZALEZ	1	6561
1380	030351	ANDRES CALLE	1	6521
1381	030351	ANTONIO MUÑOZ ANDRADE	1	6493
1382	030351	AZOGUES	1	6488
1383	030351	CESAR MARTINEZ BORRERO	1	6502
1384	030351	ESMERALDAS	1	6494
1385	030351	FERNANDO DAQUILEMA (INDIGENA)	1	15787
1386	030351	HNO. FERNANDO NEIRA	1	6551
1387	030351	INTIRAYMI	1	15790
1388	030351	JOSE MANUEL RODRIGUEZ	1	6564
1389	030351	JOSEFINA ARIZAGA DE NOBOA	1	6558
1390	030351	JUANARIO PALACIOS	1	6538
1391	030351	JULIO CESAR PADRON	1	5441
1392	030351	JULIO MARIA MATOVELLE	1	6533
1393	030351	LA CONDAMINE	1	6498
1394	030351	LUIS CAÑAR PAREDES	1	6566
1395	030351	LUIS FELIPE BORJA (PLANT.CENT.)	1	6519
1396	030351	MANUEL UTRERAS GOMEZ	1	6536
1397	030351	MAX UHLER	1	6507
1398	030351	RICARDO NOVILLO RAMIREZ	1	6515
1399	030351	ROSENDO IGLESIAS	1	6505
1400	030351	SIN NOMBRE(INDIGENA)	1	15788
1401	030351	SIN NOMBRE-CHONT.-GUARUMALES BAJO	1	6568
1402	030351	SIN NOMBRE-CHONT.-S.JOSE DE PAPAYAL	1	6554
1403	030351	SIN NOMBRE-CHONT.MONTENEGRO	1	6541
1404	030351	SIN NOMBRE-CHONT.SAN LUIS	1	6548
1405	030351	ZOILA ROSA PEREGRINA CLAVIJO	1	6491
1406	030352	ANGEL MARIA IGLESIAS	1	6483
1407	030352	REINALDO PALACIOS	1	6343
1408	030352	REMIGIO CRESPO TORAL	2	474,6336
1409	030352	ROSA ZARATE DE PENA	1	6339
1410	030353	CARLOS CRESPI CROCE	1	6634
1411	030353	CESAR J. VASQUEZ	1	6618
1412	030353	CORONEL FRANCISCO URRUTIA	1	6621
1413	030353	ELEUTERIO SIGUENCIA	1	6615
1414	030353	ELOY ALFARO (INDIGENA)	1	6641
1415	030353	JAIME ROLDOS (INDIGENA)	1	6617
1416	030353	JOSE JOAQUIN DE OLMEDO (INDIGENA)	1	6613
1417	030353	JOSE MEJIA LEQUERICA	1	6611
1418	030353	LUIS GALVEZ	1	6624
1419	030353	NINA PAKARU (INDIGENA)	1	6632
1420	030353	PACHACUTIK (INDIGENA)	1	6620
1421	030353	SIN NOMBRE (INDIGENA)	1	6623
1422	030353	SIN NOMBRE.-LA CLEMENTINA	1	6638
1423	030353	SOLDADO MONGE	1	6629
1424	030353	TULCAN	1	6622
1425	030354	10 DE AGOSTO(BILINGUE)	1	6605
1426	030354	ABELARDO ANDRADE	1	6586
1427	030354	ALEMANIA FEDERAL	1	6583
1428	030354	CHILE N°104	1	6573
1429	030354	DAVID MOGROVEJO MERCHAN	1	13292
1430	030354	JOSEFA MONCAYO	1	475
1431	030354	MARY CORILE	1	6591
1432	030354	MINAS DE ORO	1	6599
1433	030354	OSCAR EFREN REYES	1	6589
1434	030354	PADRE ANGEL M.IGLESIAS(INDIGENA)	1	6601
1435	030354	PÁDRE ANGEL MARIA IGLESIAS N°3(IND)	1	6594
1436	030354	SIN NOMBRE (INDIGENA)	1	15791
1437	030354	SIN NOMBRE(INDIGENA)	1	6603
1438	030354	TEODORO WOLF	1	6579
1439	030354	URUGUAY	1	14012
1440	030355	19 DE MARZO	1	6408
1441	030355	24 DE SEPTIEMBRE	1	6407
1442	030355	3 DE MAYO	1	6414
1443	030355	ABDON CALDERON MUNOZ	1	6377
1444	030355	ANA MARTINEZ AMOROSO	1	477
1445	030355	ANGEL MARIA VICUNA	1	6395
1446	030355	ANTONIO MOLINA IGLESIAS	1	6381
1447	030355	CESAR HUMBERTO MALDONADO	1	6411
1448	030355	HONORATO VAZQUEZ	1	13286
1449	030355	ISIDRO AYORA	2	476,6375
1450	030355	JAVIERA NIETO	1	6388
1451	030355	JORGE WASHINGTON (PLANT.CENT. DEL CEM)	1	6404
1452	030355	LUIS ROBERTO CHACON N=2 (INDIGENA)	1	6400
1453	030355	MIGUEL ANGEL ANDRADE	1	6392
1454	030355	PABLO METTLER	1	6398
1455	030355	PRIMERO DE ENERO	1	13984
1456	030355	ROBERTO MARIA VALENCIA	1	6386
1457	030356	APARICIO TERAN	1	6434
1458	030356	ATAHUALPA	1	6463
1459	030356	CARLOS R. VINTIMILLA	1	6431
1460	030356	CASIQUE CHAPERA	1	6458
1461	030356	CAÑAR DUMAC	1	6426
1462	030356	DANIEL CLAVIJO IGLESIAS (INDIGENA)	1	6419
1463	030356	ELIAS ROMERO HERRERA	1	6476
1464	030356	FILEMON ORMAZA BRIONES	1	6470
1465	030356	HONORATO OCHOA SERRANO	1	13996
1466	030356	HUAYNA CAPAC	1	6416
1467	030356	INGAPIRCA	1	13289
1468	030356	LUIS MARTINEZ C.	1	6466
1469	030356	MANUEL MARIA SANCHEZ (INDIGENA)	1	13992
1470	030356	OBDULIA CORDERO VELEZ	1	480
1471	030356	SAN JUAN BOSCO	1	6422
1472	030356	SANTIAGO HARRIS MORALES	1	6473
1473	030357	4 DE JUNIO	1	6646
1474	030357	CARLOS FERNANDEZ DE CORDOVA	1	6477
1475	030357	FEDERICO PROAÑO	1	6643
1476	030357	SOR. PIEDAD ANDRADE	1	15785
1477	030358	12 DE OCTUBRE	1	6677
1478	030358	FROILAN SEGUNDO MENDEZ IDROVO	1	6671
1479	030358	JAIME CHAVEZ RAMIREZ	1	6669
1480	030358	JOSE PERALTA	1	6673
1481	030358	JULIO ANDRADE TERAN	1	13959
1482	030358	PELEUSI DE AZOGUES	1	15793
1483	030358	RIO CAÑAR	1	6675
1484	030361	DOLORES J. TORRES(PLANTEL CENT.CEM)	1	6679
1485	030361	FERNANDO ANDRADE	1	6684
1486	030361	LUIS FIDEL MARTINEZ	1	13960
1487	030361	NAPO PASTAZA	1	6686
1488	030361	SIN NOMBRE.-TIPOCOCHA	1	6689
1489	030362	25 DE ENERO	1	6627
1490	030362	BATALLA DE CAZHICAY	1	13315
1491	030363	AMBROSIO ANDRADE PALACIOS	1	6544
1492	030363	DOLORES GONZALEZ CALLE	1	471
1493	030363	RAFAEL AGUILAR	1	6529
1494	030363	SEVERO ESPINOZA VALDIVIEZO	1	13291
1495	030401	13 DE ABRIL	1	6704
1496	030401	18 DE OCTUBRE	1	6697
1497	030401	31 DE OCTUBRE	1	13299
1498	030401	5 DE FEBRERO	1	6693
1499	030401	ABIGAIL AYORA DE R.	1	483
1500	030401	AMAZONAS	1	485
1501	030401	BENJAMIN SARMIENTO	1	6701
1502	030401	CAPULLITOS	1	14031
1503	030401	DOLORES VEINTIMILLA DE GALINDO	1	13307
1504	030401	ENRIQUE NOBOA ARIZAGA	2	13295,13298
1505	030401	FROILAN OCTAVIO NAVAS CALLE	1	6707
1506	030401	LUIS GONZALEZ DONOSO	1	6703
1507	030401	LUZ DE AMERICA	1	6695
1508	030401	MIGUEL ANDRADE VICUNA	1	6711
1509	030401	MIGUEL DE CERVANTES	1	6692
1510	030401	NOCTURNA GONZALO AMOROSO	1	6699
1511	030401	PRESIDENTE JAIME ROLDOS AGUILERA	1	6696
1512	030401	PRESIDENTE VELASCO	1	6691
1513	030401	REPUBLICA DE CUBA	1	6706
1514	030401	SAN GABRIEL	1	13314
1515	030401	VIRGILIO URGILES MIRANDA	1	13302
1516	030451	AMAZONAS	1	13309
1517	030451	BENJAMIN CARRION	1	6719
1518	030451	BIBLIAN	1	6772
1519	030451	CARLOS AGUILAR VASQUEZ	1	6770
1520	030451	CIUDAD DE QUITO	1	488
1521	030451	COTOPAXI	1	6759
1522	030451	CRISTOBAL COLON	1	6752
1523	030451	GRAN COLOMBIA	1	490
1524	030451	HATUN CAÑAR	1	6715
1525	030451	HERMANO MIGUEL	1	6721
1526	030451	INGAPIRCA	1	6747
1527	030451	JOSE MARIA URBINA	1	6775
1528	030451	JUAN MONTALVO	1	6713
1529	030451	LUIS CASTANIER ALCHER	1	6763
1530	030451	LUIS FELIPE BORJA	1	15805
1531	030451	MANUEL J. CALLE	1	13303
1532	030451	MONSEÑOR LEONIDAS PROAÑO	1	6777
1533	030451	PEDRO INGA VELEZ	1	6717
1534	030451	VIRGILIO SACOTO	1	6756
1535	030452	24 DE JULIO	1	6810
1536	030452	26 DE SEPTIEMBRE	2	491,6831
1537	030452	6 DE AGOSTO	1	6798
1538	030452	CACIQUE PINCHOPATA	1	6824
1539	030452	CARLOS YUQUI MEDINA	1	6793
1540	030452	CAÑAR	1	6784
1541	030452	JOEL JARA SEVILLA	1	6818
1542	030452	JUAN JURADO SALGADO	1	6790
1543	030452	LUIS ROBERTO BRAVO	1	6836
1544	030452	NUEVOS HORIZONTES	1	6827
1545	030452	PEDRO V. MALDONADO	1	6842
1546	030452	PRIMERO DE JUNIO	1	492
1547	030452	RUDESINDO INGAVELES	1	6787
1548	030452	SIN NOMBRE.-COL.10 DE AGOSTO	1	6845
1549	030452	TOMAS RENDON SOLANO	1	15803
1550	030501	12 DE OCTUBRE	1	6347
1551	030501	20 DE AGOSTO	1	6363
1552	030501	ALFONSO MARIA ARCE	1	6357
1553	030501	ALFONSO MARIA ORTIZ	1	6349
1554	030501	BELISARIO ANDRADE	1	13994
1555	030501	DEIFILIO LARRIVA	1	6354
1556	030501	EL TAMBO	1	13283
1557	030501	LAZARO CONDO (INDIGENA)	1	6367
1558	030501	MARIANA DE JESUS	1	482
1559	030501	SANTIAGO VASQUEZ (INDIGENA)	1	6360
1560	030501	UNIDAD EDUCATIVA MARIANA DE JESUS	1	6352
1561	030601	ALEJANDRO HUMBOLTH	1	5865
1562	030601	AMALIA URIGUEN	1	5857
1563	030601	DOLORES VEINTIMILLA	1	507
1564	030601	LUIS CORDERO CRESPO	1	5867
1565	030601	OVIDIO DECROLY	1	5868
1566	030601	SEGUNDO TOLEDO CALLE	1	5870
1567	030601	VICENTE ANDA AGUIRRE	1	13258
1568	030601	VICTOR HUGO ABAD MUÑOZ	1	5862
1569	030651	10 DE AGOSTO	1	6193
1570	030651	CESAR TAPIA	1	6172
1571	030651	FRAY VICENTE SOLANO	1	6164
1572	030651	GUAYAQUIL	1	6178
1573	030651	HONORATO VASQUEZ	1	6194
1574	030651	NACIONAL SOLANO	1	13268
1575	030651	REPUBLICA DE VENEZUELA	1	6188
1576	030701	23 DE OCTUBRE	1	6656
1577	030701	DR. CAMILO GALLEGOS	1	6663
1578	030701	FEDERICO GONZALEZ SUAREZ	1	6666
1579	030701	GABRIELA MISTRAL	1	6659
1580	030701	HERIBERTO DEFAZ MIRANDA	1	6650
1581	030701	JULIO OSCAR PINOS ANDRADE	1	6653
1582	030701	LUIS N. DILLON	1	6648
1583	030701	MANUEL IGNACIO MARTINEZ	1	6667
1584	030701	ROSA MERCEDES BAQUERO	1	481
1585	030701	RUMIÑAHUI N°2(INDIGENA)	1	6668
1586	030701	TECNICO AMBROSIO ANDRADE PALACIOS	1	13294
1587	040101	19 DE NOVIEMBRE	2	1146,16333
1588	040101	AMADOR SAA MORILLO	1	1136
1589	040101	ANGELICA MARTINEZ	1	1141
1590	040101	BOLIVAR	1	9980
1591	040101	CORONEL JORGE NARVAEZ	1	1148
1592	040101	CRISTOBAL COLON	1	1144
1593	040101	FE Y ALEGRIA	1	29
1594	040101	GRAN COLOMBIA	1	1152
1595	040101	JOSE MARIA VELASCO IBARRA	2	32,1178
1596	040101	LUIS ROSERO NAVARRETE	1	15
1597	040101	SAGRADO CORAZON DE JESUS	3	27,1155,10020
1598	040101	SAN ANTONIO DE PADUA	1	10023
1599	040101	SUCRE	1	1149
1600	040101	TULCAN	2	9985,9990
1601	040101	VICENTE SOLANO	1	1179
1602	040102	11 DE ABRIL	1	1171
1603	040102	AGUSTIN NIETO CABALLERO	1	1180
1604	040102	ALEJANDRO R.MERA	1	1159
1605	040102	BENJAMIN ENDARA	1	1181
1606	040102	CAMPO ELIAS BRAVO	1	1182
1607	040102	CONSEJO PROVINCIAL DEL CARCHI	1	10016
1608	040102	CRISTO REY	2	18,1176
1609	040102	GABRIELA MISTRAL	1	6
1610	040102	HECTOR BURBANO	1	1183
1611	040102	HERMANO MIGUEL LA SALLE	2	1177,10506
1612	040102	ISAAC ACOSTA (PLANTEL CENTRAL)	1	1161
1613	040102	JOSE JOAQUIN OLMEDO	2	10,1167
1614	040102	JULIO MARTINEZ ACOSTA	2	4,1164
1615	040102	LEOPOLDO N CHAVEZ	1	1
1616	040102	LOJA	1	1184
1617	040102	MARIETA DE VEINTEMILLA	1	1169
1618	040102	NUESTRA SEÑORA DE LA PAZ	1	10509
1619	040102	OTTO AROSEMENA GOMEZ	1	1174
1620	040102	PICHINCHA	1	1185
1621	040102	VICENTE FIERRO	1	10010
1622	040102	VICENTE FIERRRO (NOCTURNO)	1	13998
1623	040102	VICENTE ROCAFUERTE	1	1175
1624	040151	27 DE MARZO	1	36
1625	040151	ATAHUALPA	1	1187
1626	040151	EDUARDO VALLEJO	1	1188
1627	040151	LUIS H. BOLAÑOS	1	1189
1628	040151	MANUEL VILAVICENCIO (PLANTEL CENTRAL)	1	1186
1629	040151	MEXICO	1	1190
1630	040151	RED AUTONOMA RURAL EL CARMELO	1	10512
1631	040151	ULPIANO CADENA CARPIO	1	1191
1632	040153	2 DE AGOSTO	1	1226
1633	040153	ANDRES BELLO	1	1253
1634	040153	AYACUCHO	1	1221
1635	040153	CARLOS DE LA VEGA	1	13993
1636	040153	CESAR ANTONIO MOSQUERA	1	10518
1637	040153	CHIMBORAZO	1	1223
1638	040153	DANIEL ORTIZ	1	1224
1639	040153	FRANCISCO MIRANDA	1	1228
1640	040153	HECTOR LARA ZAMBRAN0	1	1230
1641	040153	HECTOR LARA ZAMBRANO	1	15533
1642	040153	LEONIDAS GARCIA	1	1232
1643	040153	LUIS ALFONSO CALVACHI	1	1246
1644	040153	MARIA AUXILIADORA SALESIANA	1	1255
1645	040153	MARIA AUXILIADORA SALESIANAS	1	60
1646	040153	MARIA BORJA	1	45
1647	040153	MIGUEL LAGUNA	1	15538
1648	040153	ROBERTO BURBANO FIERRO	1	1237
1649	040153	RUBEN ULPIANO FUERTES	1	1244
1650	040153	SERGIO QUIROLA	1	1242
1651	040153	UNESCO	1	1248
1652	040153	URUGUAY	1	1249
1653	040153	VICTOR ELIAS JARAMILLO	1	1251
1654	040154	6 DE ABRIL	1	51
1655	040154	CONSEJO PROVINCIAL DEL CARCHI	1	1314
1656	040154	JOSE AMABLE CEVALLOS	1	1275
1657	040154	LUIS A. MARTINEZ	1	1283
1658	040154	MALDONADO	1	10520
1659	040154	NILO NARVAEZ GARCIA	1	1289
1660	040154	ROBERTO ANDRADE	1	1258
1661	040154	VICTOR MANUEL PEÑAHERRERA	1	1309
1662	040155	CAMPO ELIAS RUIZ ZURITA	1	1326
1663	040155	CESAR BORJA	1	1316
1664	040156	ADOLFO JURADO GONZALEZ	1	1328
1665	040156	HUMBERTO VALENZUELA	1	1645
1666	040156	SIN NOMBRE (LA ZABALERA)	1	1332
1667	040157	CORNELIO POZO	1	1340
1668	040157	EL ORO	1	1343
1669	040157	LOS RIOS	2	55,1334
1670	040157	LUIS ALFONSO ROMO DAVILA	1	1337
1671	040157	TUFIÑO	1	10528
1672	040158	LUIS ALFREDO DAVILA	1	58
1673	040158	MANABI	1	1352
1674	040158	MERCEDES MARTINEZ ACOSTA	1	1354
1675	040158	MIGUEL DE CERVANTES	2	1357,16334
1676	040158	PEDRO VICENTE MALDONADO	1	1360
1677	040158	SIMON RODRIGUEZ	1	1350
1678	040158	WILFRIDO LUCERO BOLAÑOS	1	1363
1679	040159	CIUDAD DE EL ANGEL	1	1262
1680	040159	EDUARDO FIERRO	1	1268
1681	040159	GARCIA MORENO (PLANTEL CENTRAL)	1	1270
1682	040159	HUMBERTO ARISTIZABAL	1	1273
1683	040159	JUAN BAUTISTA AGUIRRE	1	1278
1684	040159	JUAN PAYC	1	1295
1685	040159	JULIO ZALDUMBIDE	1	1306
1686	040159	MANUEL BURBANO RUEDA	1	1287
1687	040159	MEDARDO ANGEL SILVA	1	1292
1688	040159	RED AUTONOMA RURAL EL CHICAL	1	10522
1689	040161	CARLOS ROMO DAVILA	1	1320
1690	040161	EZEQUIEL BORJA	1	1323
1691	040161	SANTA MARTHA DE CUBA	1	10525
1692	040201	12 DE NOVIEMBRE	1	63
1693	040201	27 DE FEBRERO	1	1406
1694	040201	ALFREDO ALBORNOZ SANCHEZ	1	10530
1695	040201	ESTADOS UNIDOS	1	1387
1696	040201	GONZALEZ SUAREZ	1	1372
1697	040201	JORGE REGALADO CORAL	1	1391
1698	040201	JUAN PIO MONTUFAR	1	1394
1699	040201	JULIO ANDRADE	1	1366
1700	040201	MANUELA CAÑIZARES	1	1368
1701	040201	MEDALLA MILAGROSA	1	1384
1702	040201	PORTOVIEJO	1	1396
1703	040201	TELMO CORAL MEDINA	1	1404
1704	040201	UNE	1	1400
1705	040251	ARGENTINA	1	1410
1706	040251	CARLOS EMILIO GRIJALVA	1	1419
1707	040251	DARIO EGAS GRIJALVA	1	65
1708	040251	GARCIA MORENO	1	10531
1709	040251	GUAYAQUIL	1	1413
1710	040251	JOSE BENIGNO GRIJALVA	1	1415
1711	040251	JOSE MEJIA LEQUERICA	1	1417
1712	040251	JUAN LEON MERA	1	1407
1713	040251	LUIS A. ROSERO	1	1423
1714	040252	CELIA NAVARRETE	1	1429
1715	040252	CIUDAD DE TULCAN	1	1432
1716	040252	GONZALO ABAD GRIJALVA	1	1434
1717	040252	JAIME VALENCIA	1	68
1718	040252	LOS ANDES	1	10534
1719	040252	LUIS FELIPE BORJA	1	1436
1720	040252	PEDRO FERMIN CEVALLOS	1	1426
1721	040252	SAN GABRIEL	2	1443,16335
1722	040253	18 DE NOVIEMBRE	1	78
1723	040253	ALFREDO PEREZ GUERRERO	1	1451
1724	040253	CARCHI	1	1455
1725	040253	GONZALO ZALDUMBIDE	1	1464
1726	040253	JOSE DE SAN MARTIN	1	1467
1727	040253	JOSE ENRIQUE RODO	1	1448
1728	040253	JUAN DE DIOS PADILLA	1	1474
1729	040253	MARTHA BUCARAM DE ROLDOS	1	71
1730	040253	MONTEOLIVO	1	10536
1731	040253	PEDRO BASTIDAS CARRERA	1	1482
1732	040254	ESMERALDAS (PLANTEL CENTRAL)	1	1490
1733	040254	GALO PLAZA LASSO	2	10541,16336
1734	040254	JOSE MARIA GRIJALVA	2	1494,16337
1735	040254	JUAN SALINAS	1	1487
1736	040254	LUIS CLEMENTE DE LA VEGA	1	83
1737	040255	12 DE FEBRERO	1	1461
1738	040255	CARLOS MONTUFAR	1	10538
1739	040255	CUBA	1	1459
1740	040255	JORGE EDUARDO GIRON	1	1471
1741	040255	MANUEL QUIROGA	1	1479
1742	040255	MANUELITA SAENZ	1	75
1743	040255	PRIMERO DE MAYO	1	73
1744	040301	ALFONSO HERRERA (INSTITUTO SUPERIOR)	1	10543
1745	040301	AZUAY	1	1526
1746	040301	BRASIL	1	1516
1747	040301	CARLOS EMILIO GRIJALVA	1	87
1748	040301	EL ANGEL	1	10547
1749	040301	EL ANGEL (NOCTURNA)	1	10549
1750	040301	EUGENIO ESPEJO	1	1500
1751	040301	GERMAN GRIJALVA	1	89
1752	040301	GUILLERMO BURBANO RUEDA	1	1503
1753	040301	SANTA MARIANA DE JESUS	1	1514
1754	040301	SIMON BOLIVAR	1	1508
1755	040302	5 DE JUNIO	1	1512
1756	040302	BRASIL	1	119
1757	040302	CASPICARA	1	1520
1758	040302	INGUEZA	1	10551
1759	040302	OSWALDO GUAYASAMIN	1	1523
1760	040351	FRAY GASPAR DE CARVAJAL	1	1533
1761	040351	FRAY JODOCO RICKE	1	1530
1762	040351	GONZALO DIAZ DE PINEDA	1	1535
1763	040351	JORGE CARRERA ANDRADE	1	1538
1764	040352	BOLIVIA	1	1544
1765	040352	DOLORES SUCRE	1	1541
1766	040352	ELOY ALFARO	1	1540
1767	040352	LIBERTAD	1	10554
1768	040352	NAPO PASTAZA	1	1546
1769	040352	PEDRO MONCAYO (PLANTEL CENTRAL)	1	1547
1770	040352	QUITO	1	1549
1771	040352	SOMOS AMIGOS TRABAJANDO	1	120
1772	040352	TOBIAS TAMAYO GALARRAGA	1	122
1773	040353	9 DE OCTUBRE	1	1551
1774	040353	AURELIO ESPINOZA POLIT	1	1554
1775	040353	CARCHI	1	10556
1776	040353	DIEGO NOVOA	1	1556
1777	040353	DOLORES GARAICOA	1	1552
1778	040353	MANUEL MARIA SANCHEZ	1	1558
1779	040353	SAN FRANCISCO DE SALES	1	123
1780	040401	13 DE ABRIL	1	127
1781	040401	AMBATO	1	1565
1782	040401	CARITAS ALEGRES	1	128
1783	040401	CARLOS MARTINEZ ACOSTA	1	10559
1784	040401	CRITOBULO HERRERA	1	1568
1785	040401	GONZALO POZO	1	1572
1786	040401	HERNANDO TAQUEZ	1	1575
1787	040401	HUMBERTO VACAS GOMEZ	1	1579
1788	040401	LEON RUALES	1	10568
1789	040401	LEOPOLDO PADILLA VALLEJO	1	1593
1790	040401	LORGIO CARRASCO MERA	1	124
1791	040401	LUCIANO CORAL	1	1581
1792	040401	MANUEL YEPEZ TERAN	1	1583
1793	040401	MARIANA DE JESUS LEON ZULETA	1	1587
1794	040401	POLICARPA SALAVARRIETA	1	1562
1795	040401	RAFAEL ARELLANO	1	1560
1796	040451	17 DE OCTUBRE	1	1607
1797	040451	18 DE AGOSTO	1	1635
1798	040451	19 DE NOVIEMBRE	1	10562
1799	040451	ANA CELIDA BURBANO	1	1597
1800	040451	ANDRES F. CORDOVA	1	1600
1801	040451	CAÑAR	1	1602
1802	040451	CLEMENTE YEROVI I.	1	1605
1803	040451	EDUARDO N. MARTINEZ	1	1612
1804	040451	EMILIO UZCATEGUI	1	1616
1805	040451	ERNESTO RUIZ ARTURO	1	1619
1806	040451	HIDEYO NOGUCHI	1	1622
1807	040451	IMBABURA	2	130,1596
1808	040451	ISIDRO AYORA	1	1623
1809	040451	JUAN DE VELASCO	1	1625
1810	040451	JUAN LEON MERA	1	133
1811	040451	LEONIDAS PROAÑO	1	1632
1812	040451	MORONA SANTIAGO	1	1628
1813	040451	PRIMERO DE MAYO	1	1634
1814	040451	ROMULO DELGADO	1	1629
1815	040452	13 DE ABRIL	1	1667
1816	040452	EUGENIO ESPEJO	1	10564
1817	040452	FACUNDO DIEGO ACOSTA	1	1640
1818	040452	GALAPAGOS	1	1642
1819	040452	GALO PLAZA LASSO	1	1644
1820	040452	JAIME ROLDOS AGUILERA	1	1657
1821	040452	JESUS MARIA YEPEZ	1	1638
1822	040452	JHON F. KENNEDY	1	1648
1823	040452	JORGE ICAZA	1	1684
1824	040452	LUIS CLEMENTE DE LA VEGA	1	13997
1825	040452	MAYOR GALO MOLINA	1	1669
1826	040452	MODESTO GRIJALVA	1	1691
1827	040452	PABLO MUNOZ VEGA	1	1652
1828	040452	SALVADOR ALLENDE	1	1656
1829	040452	SIN NOMBRE (LA JOYA)	1	1662
1830	040452	SIN NOMBRE (PRAD. DE MIRAVALLE)	1	16338
1831	040452	SIN NOMBRE (STA.M. DE CALICHE)	1	1659
1832	040452	VICENTE DE LA CARRERA	1	1679
1833	040452	ZAMORA CHINCHIPE	1	1688
1834	040453	10 DE DICIEMBRE	1	1726
1835	040453	14 DE AGOSTO	1	1694
1836	040453	ANTONIO ANTE	1	1698
1837	040453	GONZALO ARAUJO	1	1709
1838	040453	GONZALO OLEAS ZAMBRANO	1	137
1839	040453	JUAN MONTALVO	1	10567
1840	040453	LEON PIO ACOSTA	1	1714
1841	040453	MEDARDO LUCIANO ULLOA	1	1731
1842	040453	RUMINAHUI	1	1724
1843	040501	ABDON CALDERON	1	1733
1844	040501	ARTURO GUEVARA	1	1736
1845	040501	CAMILO GALLEGOS DOMINGUEZ	1	143
1846	040501	CATALINA LABOURE	1	1759
1847	040501	FRANCISCO FEBRES CORDERO	1	1761
1848	040501	GARCIA TULCANAZA	1	1764
1849	040501	LUIS EDUARDO REYES	1	1770
1850	040501	MARIA MONTESSORI	1	1773
1851	040501	NEPTALI GUERRERO SOSA	1	1776
1852	040501	SECUNDINO CHAMORRO	1	1741
1853	040502	27 DE SEPTIEMBRE	1	1753
1854	040502	ALBERTO ACOSTA SOBERON	1	1745
1855	040502	ANGEL POLIBIO CORDOVA	1	1777
1856	040502	CARLOS MANTILLA ORTEGA	1	1830
1857	040502	CARLOS OÑA BENAVIDES	1	1780
1858	040502	COLOMBIA	1	1783
1859	040502	ECUADOR	2	145,1784
1860	040502	EXPERIMENTACIONPEDAGOGICA ISPED	1	1743
1861	040502	FERNANDEZ SALVADOR	1	10579
1862	040502	FERNANDO POZO GUERRERO	1	142
1863	040502	GALO GUERRERO LA FUENTE	1	15537
1864	040502	HONORATO VASQUEZ	1	1789
1865	040502	IBARRA	1	1767
1866	040502	IPED N°20 CIUDAD DE SAN GABRIEL	1	10591
1867	040502	"JARDIN ""ISPED"" CIUDAD DE SAN GABRIEL"	1	15536
1868	040502	JORGE MARTINEZ ACOSTA	1	10569
1869	040502	JOSE JULIAN ANDRADE	1	10572
1870	040502	JOSE REYES	1	1749
1871	040502	MANUEL BENJAMIN CARRION	1	1808
1872	040502	MANUEL J. BASTIDAS	1	139
1873	040502	MANUEL QUIROGA	1	10582
1874	040502	MARIO OÑA PERDOMO	1	10577
1875	040502	PABLO MUÑOZ VEGA	1	10575
1876	040502	PEDRO RAFAEL MENCIAS AUZ	1	141
1877	040502	PIO V GUZMAN	1	1821
1878	040502	PIO XII	1	1756
1879	040502	RICARDO JARAMILLO	1	1825
1880	040551	6 DE MAYO	1	146
1881	040551	AMABLE ESPERANZA NAVARRETE	1	1843
1882	040551	AMERICA	1	1848
1883	040551	CARLOS MARTINEZ ACOSTA	1	1851
1884	040551	CRISTOBAL COLON	1	10585
1885	040551	JUAN MONTALVO	1	1838
1886	040551	MANUEL RAZA	1	1860
1887	040551	RICARDO DEL HIERRO	1	1840
1888	040552	GREGORIO CHAMORRO	1	1866
1889	040553	ALBERTO GUERRA NAVARRETE	1	1872
1890	040553	GONZALO PIZARRO	1	1870
1891	040553	JUAN JACOBO ROUSSEAU	1	1873
1892	040553	LUZ MARIA CARRERA	1	1877
1893	040554	24 DE MAYO	1	1881
1894	040554	CUENCA	1	1890
1895	040554	EUDOXIA SALAZAR	1	1894
1896	040554	JUAN EVANGELISTA NARVAEZ	1	148
1897	040554	LA PAZ	1	10589
1898	040554	LUIS ANTONIO MANTILLA	1	1896
1899	040554	MERCEDES GONZALEZ DE MOSCOSO	1	1886
1900	040554	RIOBAMBA	1	1900
1901	040554	SALOMON CABEZAS	1	1903
1902	040554	ULPIANO ROSERO	1	1905
1903	040554	VICTORIA DIEZ DE GALINDO	1	1910
1904	040555	AMAZONAS	1	1847
1905	040555	DIEGO DE ALMAGRO	1	1853
1906	040555	JOSE BRICEÑO AUZ	1	1856
1907	040555	LUIS DEL CAMPO FERNANDEZ	1	1791
1908	040555	LUZ DE UN NUEVO AMANECER	1	147
1909	040555	PIARTAL	1	10587
1910	040555	VENEZUELA	1	16324
1911	040601	10 DE AGOSTO	1	1193
1912	040601	CHILE	1	1194
1913	040601	FEDERICO S. GUERRON	1	1195
1914	040601	HUACA	1	10514
1915	040601	JOSE MARIA LANDAZURI	1	1203
1916	040601	MANUEL J. CALLE	1	1205
1917	040601	MANUEL MARIA VELASCO	1	1192
1918	040601	PRIMERO DE JUNIO	1	40
1919	040601	REINALDO ESPINOZA	1	1207
